questionUid,qKey,standardUnitKey,subUnitKey,problemImageStatus,problemVisualType,problemVisualStatus,solutionImageStatus,graphGapDisposition,graphCandidateScore,graphCandidateReasons,graphRequirement,qualityDisposition,placeholderFound,contentPreview
h1:original/high/h1/2final/22_제일고_2학기_기말_고1_기출.js_7,original/high/h1/2final/22_제일고_2학기_기말_고1_기출.js_7,H15-SB-03,H15-SB-03-FUNCTION_RELATION,ABSENT,,ABSENT,ABSENT,TRIAGE_NO_GRAPH_SIGNAL,0,,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"실수 전체의 집합에서 정의된 함수 $f(x)=\begin{cases}\dfrac{x-7}{x-3}&(x\gt4)\\-\sqrt{4-x}+a&(x\le4)\end{cases}$가 다음 조건을 모두 만족시킨다.<br>(가) 치역은 $\{y\mid y\lt1\}$이다.<br>(나) 임의의 두 실수 $x_1,x_2$에 대하여 $f(x_1)=f(x_2)$이면 $x_1=x_2$이다.<br>$f(3)f(k)=4$일 때 상수 $k$의 값으로"
h1:original/high/h1/2final/22_제일고_2학기_기말_고1_기출.js_8,original/high/h1/2final/22_제일고_2학기_기말_고1_기출.js_8,H15-SB-04,H15-SB-04-RATIONAL_BASIC,ABSENT,,ABSENT,ABSENT,TRIAGE_NO_GRAPH_SIGNAL,0,,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"정의역이 $\{x\mid0\le x\le3\}$인 유리함수 $y=\dfrac{3x+k}{x+1}$의 최솟값이 4일 때, 상수 $k$의 값으로 알맞은 것은? [4.4점]"
h1:original/high/h1/2final/22_제일고_2학기_기말_고1_기출.js_9,original/high/h1/2final/22_제일고_2학기_기말_고1_기출.js_9,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,ABSENT,,ABSENT,PRESENT,SOLUTION_VISUAL_PRESENT,0,solutionImage-present,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"함수 $y=\sqrt{-x+2}$의 그래프와 직선 $y=-x+k$가 서로 다른 두 점에서 만날 때, 실수 $k$의 값으로 알맞은 것을 모두 고른 것은? [4.4점]"
h1:original/high/h1/2final/22_팔마고_2학기_기말_고1_기출.js_1,original/high/h1/2final/22_팔마고_2학기_기말_고1_기출.js_1,H15-SB-04,H15-SB-04-RATIONAL_BASIC,ABSENT,,ABSENT,ABSENT,TRIAGE_NO_GRAPH_SIGNAL,0,,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"다음 식의 분모를 0으로 만들지 않는 모든 실수 $x$에 대하여 $\dfrac{a}{x-2}+\dfrac{b}{x+1}=\dfrac{5x-4}{x^2-x-2}$가 성립할 때, $ab$의 값을 구하면? [3.8점]"
h1:original/high/h1/2final/22_팔마고_2학기_기말_고1_기출.js_11,original/high/h1/2final/22_팔마고_2학기_기말_고1_기출.js_11,H15-SB-03,H15-SB-03-FUNCTION_RELATION,ABSENT,,ABSENT,ABSENT,TRIAGE_NO_GRAPH_SIGNAL,0,,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"두 집합 $X=\{1,2,3\}$, $Y=\{0,1,2,3,4,5\}$에 대하여 $X$에서 $Y$로의 함수 $f$ 중에서 $\{f(x)-1\}\{f(x)-5\}\ne0$, $f(1)<f(2)$를 만족시키는 함수의 개수는? (단, $x\in X$) [4.5점]"
h1:original/high/h1/2final/22_팔마고_2학기_기말_고1_기출.js_12,original/high/h1/2final/22_팔마고_2학기_기말_고1_기출.js_12,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,ABSENT,,ABSENT,PRESENT,SOLUTION_VISUAL_PRESENT,0,solutionImage-present,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,무리함수 $y=-\sqrt{x-5}$의 그래프와 $y=-x+k$가 한 점에서 만나도록 하는 실수 $k$의 최솟값은? [4.2점]
h1:original/high/h1/2final/22_팔마고_2학기_기말_고1_기출.js_16,original/high/h1/2final/22_팔마고_2학기_기말_고1_기출.js_16,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,ABSENT,,ABSENT,PRESENT,SOLUTION_VISUAL_PRESENT,0,solutionImage-present,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"두 무리함수 $f(x)=\sqrt{x+2}+5$, $g(x)=\sqrt{-x+2}-5$의 그래프와 두 직선 $x=-2$, $x=2$로 둘러싸인 도형의 넓이를 구하면? [4.6점]"
h1:original/high/h1/2final/22_팔마고_2학기_기말_고1_기출.js_18,original/high/h1/2final/22_팔마고_2학기_기말_고1_기출.js_18,H15-SB-04,H15-SB-04-RATIONAL_BASIC,ABSENT,,ABSENT,ABSENT,TRIAGE_NO_GRAPH_SIGNAL,0,,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"서답형1 (단답형1) [5점]<br>함수 $f(x)=\dfrac{3x-8}{x-3}$에 대하여 $f^1=f$, $f^{n+1}=f\circ f^n$ ($n$은 자연수)으로 정의할 때, $f^{101}(0)$의 값을 구하시오."
h1:original/high/h1/2final/22_팔마고_2학기_기말_고1_기출.js_2,original/high/h1/2final/22_팔마고_2학기_기말_고1_기출.js_2,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,ABSENT,,ABSENT,ABSENT,TRIAGE_NO_GRAPH_SIGNAL,0,,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,무리식 $\dfrac{\sqrt{x-3}}{\sqrt{5-x}}$의 값이 실수이기 위한 $x$의 값의 범위는? [3.7점]
h1:original/high/h1/2final/22_팔마고_2학기_기말_고1_기출.js_20,original/high/h1/2final/22_팔마고_2학기_기말_고1_기출.js_20,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,ABSENT,,ABSENT,ABSENT,TRIAGE_NO_GRAPH_SIGNAL,0,,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"서답형3 (서술형1) [6점]<br>$x=\sqrt2$일 때 $\dfrac{x+1}{1+\sqrt{x+1}}+\dfrac{x+1}{1-\sqrt{x+1}}=a+b\sqrt2$이다. 유리수 $a,b$에 대하여 $a+b$의 값을 구하시오."
h1:original/high/h1/2final/22_팔마고_2학기_기말_고1_기출.js_21,original/high/h1/2final/22_팔마고_2학기_기말_고1_기출.js_21,H15-SB-04,H15-SB-04-RATIONAL_BASIC,PRESENT,,PRESENT,ABSENT,PRIORITY_1_GRAPH_GAP_CANDIDATE,10,explicit-graph|problem-image,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"서답형4 (서술형2) [7점]<br>함수 $y=a\sqrt{-x+b}+c$의 그래프가 아래의 그림과 같을 때, 함수 $y=-\dfrac{bx+c}{x+a}$의 그래프가 항상 지나는 사분면을 모두 구하시오. (단, $a,b,c$는 상수이고 $ab\ne c$이다.)"
h1:original/high/h1/2final/22_팔마고_2학기_기말_고1_기출.js_4,original/high/h1/2final/22_팔마고_2학기_기말_고1_기출.js_4,H15-SB-04,H15-SB-04-RATIONAL_BASIC,ABSENT,,ABSENT,ABSENT,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,8,explicit-graph,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,보기의 함수 중 그 그래프가 평행이동에 의하여 함수 $y=\dfrac3{x+1}-4$의 그래프와 겹쳐지는 것을 모두 고르면? [4.1점]<br>ㄱ. $y=\dfrac{x+1}{2-x}$ ㄴ. $y=\dfrac3x$ ㄷ. $y=\dfrac{3x+6}{x+1}$ ㄹ. $y=\dfrac{4x}{2x+1}$
h1:original/high/h1/2final/22_팔마고_2학기_기말_고1_기출.js_6,original/high/h1/2final/22_팔마고_2학기_기말_고1_기출.js_6,H15-SB-04,H15-SB-04-RATIONAL_BASIC,ABSENT,,ABSENT,PRESENT,SOLUTION_VISUAL_PRESENT,0,solutionImage-present,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"함수 $f(x)=\dfrac{ax+b}{x+c}$에 대하여 $f(2)=\dfrac13$이고 점 $(-1,1)$에 대하여 대칭일 때, $a^2+b^2+c^2$의 값은? [4.2점]"
h1:original/high/h1/2final/22_팔마고_2학기_기말_고1_기출.js_8,original/high/h1/2final/22_팔마고_2학기_기말_고1_기출.js_8,H15-SB-04,H15-SB-04-RATIONAL_BASIC,ABSENT,,ABSENT,PRESENT,SOLUTION_VISUAL_PRESENT,0,solutionImage-present,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,유리함수 $y=\dfrac{x+1}{x-1}$의 그래프와 직선 $y=x+k$ $(k$는 실수)가 만나는 두 점 사이의 거리의 최솟값을 구하면? [4.6점]
h1:original/high/h1/2final/22_팔마고_2학기_기말_고1_기출.js_9,original/high/h1/2final/22_팔마고_2학기_기말_고1_기출.js_9,H15-SB-03,H15-SB-03-COMPOSITE_FUNCTION,ABSENT,,ABSENT,ABSENT,PRIORITY_2_GRAPH_SUBUNIT_CANDIDATE,5,graph-subunit,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,함수 $f(x)=\begin{cases}-\sqrt{10-x}&(x<9)\\\sqrt{x}-4&(x\ge9)\end{cases}$에 대하여 $(f^{-1}\circ f^{-1})(a)=16$을 만족시키는 $a$의 값은? [4.1점]
h1:original/high/h1/2final/22_효천고_2학기_기말_고1_기출.js_1,original/high/h1/2final/22_효천고_2학기_기말_고1_기출.js_1,H15-SB-03,H15-SB-03-INVERSE_FUNCTION,ABSENT,,ABSENT,ABSENT,TRIAGE_NO_GRAPH_SIGNAL,0,,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,함수 $y=-x+1$의 역함수는? [3.5점]
h1:original/high/h1/2final/22_효천고_2학기_기말_고1_기출.js_11,original/high/h1/2final/22_효천고_2학기_기말_고1_기출.js_11,H15-SB-03,H15-SB-03-INVERSE_FUNCTION,ABSENT,,ABSENT,ABSENT,TRIAGE_NO_GRAPH_SIGNAL,0,,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"집합 $A=\{1,2,3,4,5,6,7\}$일 때, $A$에서 $A$로의 함수 중 다음 조건을 모두 만족시키는 함수 $f$의 개수는? [4.3점]<div class=""note-box"">(가) 함수 $f$의 역함수가 존재한다.<br>(나) 정의역 $A$의 오직 한 원소 $n$에 대하여 $f(n+2)-f(n)=6$이다.</div>"
h1:original/high/h1/2final/22_효천고_2학기_기말_고1_기출.js_13,original/high/h1/2final/22_효천고_2학기_기말_고1_기출.js_13,H15-SB-03,H15-SB-03-INVERSE_FUNCTION,ABSENT,,ABSENT,ABSENT,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,8,explicit-graph,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"두 함수 $f(x)=\dfrac14x^2+\dfrac14k$ $(x\ge0)$, $g(x)=\sqrt{4x-k}$에 대하여 $y=f(x)$, $y=g(x)$의 그래프가 서로 다른 두 점에서 만나도록 하는 모든 정수 $k$의 개수는? [4.5점]"
h1:original/high/h1/2final/22_효천고_2학기_기말_고1_기출.js_15,original/high/h1/2final/22_효천고_2학기_기말_고1_기출.js_15,H15-SB-04,H15-SB-04-RATIONAL_BASIC,ABSENT,,ABSENT,PRESENT,SOLUTION_VISUAL_PRESENT,0,solutionImage-present,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"함수 $y=\dfrac{k-2}{x+4}+\dfrac13$의 그래프는 모든 사분면을 지나고, 함수 $y=\dfrac{2x+k}{x+1}$의 그래프는 제4사분면을 지나지 않도록 하는 실수 $k$의 값의 범위는? (단, $k\ne2$) [4.7점]"
h1:original/high/h1/2final/22_효천고_2학기_기말_고1_기출.js_16,original/high/h1/2final/22_효천고_2학기_기말_고1_기출.js_16,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,ABSENT,,ABSENT,ABSENT,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,8,explicit-graph,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"무리함수 $f(x)=\sqrt{-x+k}$에 대하여 좌표평면에 곡선 $y=f(x)$와 세 점 $A(1,3)$, $B(4,1)$, $C(5,6)$을 꼭짓점으로 하는 삼각형 $ABC$가 있다. 곡선 $y=f(x)$와 함수 $f(x)$의 역함수의 그래프가 삼각형 $ABC$와 만나도록 하는 실수 $k$의 최댓값은? [4.8점]"
h1:original/high/h1/2final/22_효천고_2학기_기말_고1_기출.js_18,original/high/h1/2final/22_효천고_2학기_기말_고1_기출.js_18,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,ABSENT,,ABSENT,PRESENT,SOLUTION_VISUAL_PRESENT,0,solutionImage-present,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,함수 $y=\sqrt{6-2x}-1$의 그래프의 정의역과 치역을 각각 구하고 그 과정을 서술하시오. [4점]
h1:original/high/h1/2final/22_효천고_2학기_기말_고1_기출.js_19,original/high/h1/2final/22_효천고_2학기_기말_고1_기출.js_19,H15-SB-03,H15-SB-03-FUNCTION_RELATION,ABSENT,,ABSENT,ABSENT,TRIAGE_NO_GRAPH_SIGNAL,0,,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"집합 $X=\{-3,-2,-1,0,1,2,3\}$에 대하여 함수 $f$는 $X$에서 $X$로의 함수이다. 다음 조건을 만족시키는 함수의 개수를 구하고 그 과정을 서술하시오. (단, 답은 거듭제곱의 형태로 나타낼 수 있다.) [5점]<div class=""note-box"">$X$의 모든 원소 $x$에 대하여 $f(-x)=f(x)$</div>"
h1:original/high/h1/2final/22_효천고_2학기_기말_고1_기출.js_2,original/high/h1/2final/22_효천고_2학기_기말_고1_기출.js_2,H15-SB-04,H15-SB-04-RATIONAL_BASIC,ABSENT,,ABSENT,ABSENT,TRIAGE_NO_GRAPH_SIGNAL,0,,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"$f(x)=\dfrac{5x+1}{2x-3}$의 역함수가 $f^{-1}(x)=\dfrac{ax+b}{2x+c}$일 때 상수 $a,b,c$의 합 $a+b+c$의 값은? [3.5점]"
h1:original/high/h1/2final/22_효천고_2학기_기말_고1_기출.js_20,original/high/h1/2final/22_효천고_2학기_기말_고1_기출.js_20,H15-SB-04,H15-SB-04-RATIONAL_BASIC,ABSENT,,ABSENT,ABSENT,TRIAGE_NO_GRAPH_SIGNAL,0,,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"분모를 0으로 하지 않는 모든 실수 $x$에 대하여 등식 $\dfrac2{(x+2)(x+4)}+\dfrac2{(x+4)(x+6)}+\dfrac2{(x+6)(x+8)}+\cdots+\dfrac2{(x+14)(x+16)}$를 간단히 하면 $\dfrac{B}{A(x+2)}$로 나타낼 수 있다. 이 때 $A,B$의 식 또는 값을 각각 구하고 그 과정을 서술하시오. [6점]"
h1:original/high/h1/2final/22_효천고_2학기_기말_고1_기출.js_22,original/high/h1/2final/22_효천고_2학기_기말_고1_기출.js_22,H15-SB-04,H15-SB-04-RATIONAL_BASIC,ABSENT,,ABSENT,ABSENT,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,8,explicit-graph,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"함수 $f(x)=\dfrac{ax+b}{x-2}$가 다음 조건을 만족시킨다.<div class=""note-box"">(가) $x\ne2$인 모든 실수 $x$에 대하여 $f(f(x))=x$이다.<br>(나) 함수 $y=f(x)$의 그래프와 직선 $y=x$가 만나는 두 점 사이의 거리는 $2\sqrt6$이다.</div>$f(5)$의 값을 구하고 그 과정을 자세히 서술하시오. (단, $a,b$는 상수이다.) [8점]"
h1:original/high/h1/2final/22_효천고_2학기_기말_고1_기출.js_4,original/high/h1/2final/22_효천고_2학기_기말_고1_기출.js_4,H15-SB-04,H15-SB-04-RATIONAL_BASIC,ABSENT,,ABSENT,PRESENT,SOLUTION_VISUAL_PRESENT,0,solutionImage-present,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"유리함수 $y=\dfrac{2-5x}{x-1}$의 그래프가 두 직선 $y=-x+a$, $y=x+b$에 대하여 대칭일 때, 상수 $a+b$의 값은? [3.6점]"
h1:original/high/h1/2final/22_효천고_2학기_기말_고1_기출.js_5,original/high/h1/2final/22_효천고_2학기_기말_고1_기출.js_5,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,ABSENT,,ABSENT,PRESENT,SOLUTION_VISUAL_PRESENT,0,solutionImage-present,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"함수 $y=\sqrt{a+x}$의 역함수의 그래프가 점 $(5,3)$을 지날 때, 상수 $a$의 값은? [3.7점]"
h1:original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js_11,original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js_11,H15-SB-03,H15-SB-03-FUNCTION_RELATION,ABSENT,,ABSENT,ABSENT,TRIAGE_NO_GRAPH_SIGNAL,0,,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"집합 $X=\{1,2,3\}$에 대하여 $X$에서 $X$로의 함수 중 함수의 개수 $a$, 일대일 함수의 개수를 $b$, 상수함수의 개수를 $c$, 항등함수의 개수를 $d$라 할 때, $a+b+c+d$의 값을 구하면?"
h1:original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js_12,original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js_12,H15-SB-03,H15-SB-03-COMPOSITE_FUNCTION,PRESENT,,PRESENT,ABSENT,PRIORITY_1_GRAPH_GAP_CANDIDATE,10,explicit-graph|problem-image,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"집합 $\{x\mid0\le x\le5\}$에서 정의된 함수 $y=f(x)$의 그래프가 그림과 같을 때, $(f\circ f)(a)=1$을 만족시키는 상수 $a$의 값은?"
h1:original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js_15,original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js_15,H15-SB-03,H15-SB-03-INVERSE_FUNCTION,ABSENT,,ABSENT,ABSENT,TRIAGE_NO_GRAPH_SIGNAL,0,,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"일차함수 $f(x)$의 역함수를 $g(x)$라고 할 때, 함수 $y=f(4x+3)$의 역함수를 $g(x)$에 대한 식으로 나타내면 $y=ag(x)+b$이다. 두 상수 $a,b$에 대하여 $a+b$의 값은?"
h1:original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js_16,original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js_16,H15-SB-03,H15-SB-03-FUNCTION_RELATION,ABSENT,,ABSENT,ABSENT,TRIAGE_NO_GRAPH_SIGNAL,0,,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,실수 전체집합에서 정의된 함수 $f(x)=a|x-2|+(1-a)x+2a$가 일대일대응이 되도록 하는 실수 $a$값의 범위는? [4.2점]
h1:original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js_17,original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js_17,H15-SB-03,H15-SB-03-INVERSE_FUNCTION,ABSENT,,ABSENT,ABSENT,TRIAGE_NO_GRAPH_SIGNAL,0,,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"집합 $X=\{1,2,3,4,5\}$에 대하여 $X$에서 $X$로의 일대일대응인 두 함수 $f,g$가 다음 조건을 만족시킨다.<div style=""border:1px solid #222;padding:10px 12px;margin-top:10px;line-height:1.8;"">(가) $f(1)=3$, $f(2)+g(4)=7$<br>(나) $f(2)=g(2)$, $f(4)=g(4)$<br>(다) 함수 $(g\circ f)(x)"
h1:original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js_18,original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js_18,H15-SB-03,H15-SB-03-COMPOSITE_FUNCTION,PRESENT,,PRESENT,ABSENT,PRIORITY_1_GRAPH_GAP_CANDIDATE,10,explicit-graph|problem-image,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"함수 $f(x)=\dfrac{x-1}{x}$에 대하여 합성함수 $f^{n+1}=f^n\circ f$ $(n=1,2,\cdots)$로 정의한다. 그림에서 점 A의 좌표가 $A(a,0)$일 때, 다음 점 중에서 점 $P(f^{10}(a),f^{16}(a))$와 같은 것은? [4.2점]"
h1:original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js_19,original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js_19,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,ABSENT,,ABSENT,ABSENT,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,8,explicit-graph,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"함수 $f(x)=2\sqrt{a(x+a)}$의 그래프가 $x$축, $y$축과 만나는 점을 각각 A, B라 하고, 함수 $y=f(x)$의 그래프와 직선 $y=2x+b$가 접하는 점을 C라 하자. 삼각형 ABC의 넓이가 $\dfrac14$일 때, $b-a$의 값은? (단, $a,b$는 상수이고, $a\gt0$이다.) [4.2점]"
h1:original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js_2,original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js_2,H15-SB-03,H15-SB-03-COMPOSITE_FUNCTION,ABSENT,,ABSENT,ABSENT,PRIORITY_2_GRAPH_SUBUNIT_CANDIDATE,5,graph-subunit,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"두 함수 $f(x)=2x+1$, $g(x)=3x^2$에 대하여 $(g\circ f)(-1)$의 값은? [3.8점]"
h1:original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js_20,original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js_20,H15-SB-04,H15-SB-04-RATIONAL_GRAPH,PRESENT,,PRESENT,ABSENT,PRIORITY_1_GRAPH_GAP_CANDIDATE,10,explicit-graph|problem-image,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"두 함수 $f(x)=\dfrac6x$ $(x\gt0)$, $g(x)=\dfrac6{x-2}$ $(x\gt2)$의 그래프가 직선 $y=t$ $(t\gt0)$과 만나는 점을 각각 A, B라 하자. 또 점 B를 지나고 $y$축에 평행한 직선이 함수 $y=f(x)$의 그래프와 만나는 점을 C, 점 C를 지나고 $x$축에 평행한 직선이 함수 $y=g(x)$의 그래프와 만나는 점을 D라 하자. 두 함수 $y=f(x)$, $y=g(x)$의"
h1:original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js_21,original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js_21,H15-SB-03,H15-SB-03-INVERSE_FUNCTION,ABSENT,,ABSENT,ABSENT,TRIAGE_NO_GRAPH_SIGNAL,0,,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"[서술형1]<br>함수 $f(x)=\dfrac12x+a$의 역함수가 $f^{-1}(x)=bx+8$일 때, 두 상수 $a,b$를 구하는 풀이 과정과 답을 쓰시오. [5점]"
h1:original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js_22,original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js_22,H15-SB-05,H15-SB-05-IRRATIONAL_GRAPH,PRESENT,,PRESENT,ABSENT,PRIORITY_1_GRAPH_GAP_CANDIDATE,10,explicit-graph|problem-image,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"[서술형2]<br>함수 $y=\dfrac{ax+b}{x+c}$의 그래프가 원점을 지나고 아래 그림과 같을 때, $3\le x\le27$에서 무리함수 $y=\sqrt{ax+b}+c$의 최솟값과 최댓값을 구하는 풀이 과정과 답을 쓰시오. [5점]"
h1:original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js_24,original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js_24,H15-SB-05,H15-SB-05-IRRATIONAL_INVERSE,ABSENT,,ABSENT,PRESENT,SOLUTION_VISUAL_PRESENT,0,solutionImage-present,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,[서술형4]<br>함수 $y=\sqrt{3x-3}$의 그래프와 직선 $y=ax+1$이 만나도록 하는 실수 $a$의 값의 범위를 구하는 풀이 과정과 답을 쓰시오. [5점]
h1:original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js_3,original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js_3,H15-SB-03,H15-SB-03-INVERSE_FUNCTION,ABSENT,,ABSENT,ABSENT,TRIAGE_NO_GRAPH_SIGNAL,0,,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"함수 $f(x)=2x+a$에 대하여 $f^{-1}(4)=2$일 때, 상수 $a$의 값은? [3.8점]"
h1:original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js_5,original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js_5,H15-SB-04,H15-SB-04-RATIONAL_GRAPH,ABSENT,,ABSENT,PRESENT,SOLUTION_VISUAL_PRESENT,0,solutionImage-present,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,함수 $y=\dfrac{k}{x}$ $(k\gt0)$에 대한 다음 설명 중 옳지 않은 것은? [3.8점]
h1:original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js_6,original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js_6,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,ABSENT,,ABSENT,PRESENT,SOLUTION_VISUAL_PRESENT,0,solutionImage-present,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"함수 $f(x)=-\sqrt{2x-4}+3$에 대하여 보기에서 옳은 것만을 있는 대로 고른 것은?<div style=""border:1px solid #222;padding:10px 12px;margin-top:10px;line-height:1.8;"">ㄱ. 정의역은 $\{x\mid x\ge2\}$이고, 치역은 $\{y\mid y\le3\}$이다.<br>ㄴ. 함수 $y=f(x)$의 그래프는 함수 $y=-\sqrt{2x}$의 그래프"
h1:original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js_8,original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js_8,H15-SB-04,H15-SB-04-RATIONAL_BASIC,ABSENT,,ABSENT,ABSENT,TRIAGE_NO_GRAPH_SIGNAL,0,,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,$\dfrac{x+2y}{3}=\dfrac{4y+z}{4}=\dfrac{z}{2}=\dfrac{2x+10y-z}{a}$를 만족시키는 상수 $a$의 값을 구하면?
h1:original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js_9,original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js_9,H15-SB-03,H15-SB-03-COMPOSITE_FUNCTION,ABSENT,,ABSENT,ABSENT,PRIORITY_2_GRAPH_SUBUNIT_CANDIDATE,5,graph-subunit,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"두 함수 $f(x)=-4x+1$, $g(x)=3x+5$에 대하여 $(f\circ(g\circ f)^{-1}\circ f)(2)$의 값은?"
h1:original/high/h1/2final/23_금당고_2학기_기말_고1_기출.js_10,original/high/h1/2final/23_금당고_2학기_기말_고1_기출.js_10,H15-SB-03,H15-SB-03-INVERSE_FUNCTION,ABSENT,,ABSENT,ABSENT,TRIAGE_NO_GRAPH_SIGNAL,0,,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"두 집합 $X=\{x\mid -1\lt x\lt4\}$, $Y=\{y\mid -3\lt y\lt2\}$에 대하여 $X$에서 $Y$로의 함수 $f(x)=ax+b$의 역함수가 존재할 때, 양수 $b$에 대하여 상수 $a$의 값은? [4.2점]"
